Neighborhood,Id,Total:,Margin of Error; Total:,below poverty level:,Margin of Error; Income in the past 12 months below poverty level:,Estimate; Income in the past 12 months below poverty level: - In family households:,Margin of Error; Income in the past 12 months below poverty level: - In family households:,Estimate; Income in the past 12 months below poverty level: - In family households: - In married couple families:,Margin of Error; Income in the past 12 months below poverty level: - In family households: - In married couple families:,Estimate; Income in the past 12 months below poverty level: - In family households: - In married couple families: - All relatives,Margin of Error; Income in the past 12 months below poverty level: - In family households: - In married couple families: - All relatives,Estimate; Income in the past 12 months below poverty level: - In family households: - In married couple families: - Non-relatives,Margin of Error; Income in the past 12 months below poverty level: - In family households: - In married couple families: - Non-relatives,Estimate; Income in the past 12 months below poverty level: - In family households: - In other families:,Margin of Error; Income in the past 12 months below poverty level: - In family households: - In other families:,"Estimate; Income in the past 12 months below poverty level: - In family households: - In other families: - Male householder, no wife present:","Margin of Error; Income in the past 12 months below poverty level: - In family households: - In other families: - Male householder, no wife present:","Estimate; Income in the past 12 months below poverty level: - In family households: - In other families: - Male householder, no wife present: - All relatives","Margin of Error; Income in the past 12 months below poverty level: - In family households: - In other families: - Male householder, no wife present: - All relatives","Estimate; Income in the past 12 months below poverty level: - In family households: - In other families: - Male householder, no wife present: - Non-relatives","Margin of Error; Income in the past 12 months below poverty level: - In family households: - In other families: - Male householder, no wife present: - Non-relatives","Estimate; Income in the past 12 months below poverty level: - In family households: - In other families: - Female householder, no husband present:","Margin of Error; Income in the past 12 months below poverty level: - In family households: - In other families: - Female householder, no husband present:","Estimate; Income in the past 12 months below poverty level: - In family households: - In other families: - Female householder, no husband present: - All relatives","Margin of Error; Income in the past 12 months below poverty level: - In family households: - In other families: - Female householder, no husband present: - All relatives","Estimate; Income in the past 12 months below poverty level: - In family households: - In other families: - Female householder, no husband present: - Non-relatives","Margin of Error; Income in the past 12 months below poverty level: - In family households: - In other families: - Female householder, no husband present: - Non-relatives",Estimate; Income in the past 12 months below poverty level: - In non-family households and other living arrangement:,Margin of Error; Income in the past 12 months below poverty level: - In non-family households and other living arrangement:,Estimate; Income in the past 12 months below poverty level: - In non-family households and other living arrangement: - Householder:,Margin of Error; Income in the past 12 months below poverty level: - In non-family households and other living arrangement: - Householder:,Estimate; Income in the past 12 months below poverty level: - In non-family households and other living arrangement: - Householder: - Living alone,Margin of Error; Income in the past 12 months below poverty level: - In non-family households and other living arrangement: - Householder: - Living alone,Estimate; Income in the past 12 months below poverty level: - In non-family households and other living arrangement: - Householder: - Not living alone,Margin of Error; Income in the past 12 months below poverty level: - In non-family households and other living arrangement: - Householder: - Not living alone,Estimate; Income in the past 12 months below poverty level: - In non-family households and other living arrangement: - Other living arrangement,Margin of Error; Income in the past 12 months below poverty level: - In non-family households and other living arrangement: - Other living arrangement,Estimate; Income in the past 12 months at or above poverty level:,Margin of Error; Income in the past 12 months at or above poverty level:,Estimate; Income in the past 12 months at or above poverty level: - In family households:,Margin of Error; Income in the past 12 months at or above poverty level: - In family households:,Estimate; Income in the past 12 months at or above poverty level: - In family households: - In married couple families:,Margin of Error; Income in the past 12 months at or above poverty level: - In family households: - In married couple families:,Estimate; Income in the past 12 months at or above poverty level: - In family households: - In married couple families: - All relatives,Margin of Error; Income in the past 12 months at or above poverty level: - In family households: - In married couple families: - All relatives,Estimate; Income in the past 12 months at or above poverty level: - In family households: - In married couple families: - Non-relatives,Margin of Error; Income in the past 12 months at or above poverty level: - In family households: - In married couple families: - Non-relatives,Estimate; Income in the past 12 months at or above poverty level: - In family households: - In other families:,Margin of Error; Income in the past 12 months at or above poverty level: - In family households: - In other families:,"Estimate; Income in the past 12 months at or above poverty level: - In family households: - In other families: - Male householder, no wife present:","Margin of Error; Income in the past 12 months at or above poverty level: - In family households: - In other families: - Male householder, no wife present:","Estimate; Income in the past 12 months at or above poverty level: - In family households: - In other families: - Male householder, no wife present: - All relatives","Margin of Error; Income in the past 12 months at or above poverty level: - In family households: - In other families: - Male householder, no wife present: - All relatives","Estimate; Income in the past 12 months at or above poverty level: - In family households: - In other families: - Male householder, no wife present: - Non-relatives","Margin of Error; Income in the past 12 months at or above poverty level: - In family households: - In other families: - Male householder, no wife present: - Non-relatives","Estimate; Income in the past 12 months at or above poverty level: - In family households: - In other families: - Female householder, no husband present:","Margin of Error; Income in the past 12 months at or above poverty level: - In family households: - In other families: - Female householder, no husband present:","Estimate; Income in the past 12 months at or above poverty level: - In family households: - In other families: - Female householder, no husband present: - All relatives","Margin of Error; Income in the past 12 months at or above poverty level: - In family households: - In other families: - Female householder, no husband present: - All relatives","Estimate; Income in the past 12 months at or above poverty level: - In family households: - In other families: - Female householder, no husband present: - Non-relatives","Margin of Error; Income in the past 12 months at or above poverty level: - In family households: - In other families: - Female householder, no husband present: - Non-relatives",Estimate; Income in the past 12 months at or above poverty level: - In non-family households and other living arrangement:,Margin of Error; Income in the past 12 months at or above poverty level: - In non-family households and other living arrangement:,Estimate; Income in the past 12 months at or above poverty level: - In non-family households and other living arrangement: - Householder:,Margin of Error; Income in the past 12 months at or above poverty level: - In non-family households and other living arrangement: - Householder:,Estimate; Income in the past 12 months at or above poverty level: - In non-family households and other living arrangement: - Householder: - Living alone,Margin of Error; Income in the past 12 months at or above poverty level: - In non-family households and other living arrangement: - Householder: - Living alone,Estimate; Income in the past 12 months at or above poverty level: - In non-family households and other living arrangement: - Householder: - Not living alone,Margin of Error; Income in the past 12 months at or above poverty level: - In non-family households and other living arrangement: - Householder: - Not living alone,Estimate; Income in the past 12 months at or above poverty level: - In non-family households and other living arrangement: - Other living arrangement,Margin of Error; Income in the past 12 months at or above poverty level: - In non-family households and other living arrangement: - Other living arrangement
Knoxville,44,4162.0,739.18603883,1526.0,516.580100275,1368.0,520.212456598,169.0,163.278902495,169.0,163.278902495,0.0,24.4948974278,1199.0,503.288187821,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,1199.0,503.288187821,1141.0,492.069100839,58.0,59.7913037155,158.0,101.498768465,141.0,102.484145115,141.0,102.484145115,0.0,24.4948974278,17.0,30.7896086366,2636.0,635.050391701,2258.0,625.311122562,1362.0,511.019569098,1362.0,511.019569098,0.0,24.4948974278,896.0,397.819054345,81.0,77.2916554357,81.0,77.2916554357,0.0,24.4948974278,815.0,391.862220685,642.0,330.525339422,173.0,115.152073364,378.0,125.658266739,356.0,116.318528188,321.0,112.066944279,35.0,38.9871773792,22.0,36.7831483154
Larimer,45,1504.0,299.714864496,595.0,156.74501587,441.0,144.672042911,25.0,39.9499687109,25.0,39.9499687109,0.0,20.0,416.0,140.477756247,0.0,20.0,0.0,20.0,0.0,20.0,416.0,140.477756247,414.0,140.477756247,2.0,17.5783958312,154.0,65.3146231712,122.0,52.516664022,122.0,52.516664022,0.0,20.0,32.0,39.9499687109,909.0,289.501295334,677.0,289.114164302,151.0,81.283454651,151.0,81.283454651,0.0,20.0,526.0,279.152288187,10.0,22.2710574513,10.0,22.2710574513,0.0,20.0,516.0,278.946231378,506.0,276.470613267,10.0,23.579652245,232.0,78.5111457055,212.0,72.2495674728,202.0,71.30217388,10.0,18.6815416922,20.0,33.0151480384
Lincoln Place,46,3465.0,504.19539863,293.0,183.155671493,239.0,180.396784894,89.0,85.7438044409,77.0,84.4274836768,12.0,26.9072480942,150.0,157.181423839,46.0,55.1452627159,46.0,55.1452627159,0.0,22.360679775,104.0,148.879145619,94.0,148.354305633,10.0,25.6124969497,54.0,37.5898922584,32.0,32.0156211872,26.0,31.2409987036,6.0,22.360679775,22.0,24.7588368063,3172.0,487.928273417,2702.0,494.046556511,2165.0,429.045452138,2143.0,426.028168083,22.0,31.2409987036,537.0,280.223125383,206.0,213.553272042,206.0,213.553272042,0.0,22.360679775,331.0,196.035711032,311.0,175.0,20.0,40.3112887415,470.0,102.970869667,440.0,90.0388804906,394.0,83.0120473184,46.0,36.4417343166,30.0,33.4664010614
Lincoln-Lemington-Belmar,47,4236.0,532.841439831,1127.0,336.200832837,708.0,278.357683566,67.0,74.0945342114,67.0,74.0945342114,0.0,24.4948974278,641.0,270.281334908,53.0,71.533209071,53.0,71.533209071,0.0,24.4948974278,588.0,265.493879401,579.0,264.367168914,9.0,27.4954541697,419.0,195.381677749,291.0,93.8562730988,276.0,89.4035793467,15.0,39.0384425919,128.0,167.002993985,3109.0,519.099219803,2419.0,513.109150182,855.0,255.771382292,855.0,255.771382292,0.0,24.4948974278,1564.0,466.778319976,398.0,196.903529679,378.0,194.70490492,20.0,39.862262856,1166.0,433.196260372,1141.0,429.862768799,25.0,35.2845575288,690.0,129.201393182,582.0,98.1274681218,515.0,88.1362581461,67.0,46.1519230369,108.0,56.0267793113
Lower Lawrenceville,48,2490.0,374.55573684,693.0,306.752343104,360.0,277.71388154,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,360.0,277.71388154,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,360.0,277.71388154,353.0,277.71388154,7.0,14.8660687473,333.0,142.17243052,211.0,77.1038261048,169.0,69.0289794217,42.0,35.3411940941,122.0,92.6552750792,1797.0,279.257945276,1025.0,263.205243109,594.0,220.118150092,594.0,220.118150092,0.0,14.1421356237,431.0,177.228665853,111.0,106.470653234,111.0,106.470653234,0.0,14.1421356237,320.0,138.6001443,268.0,126.035709226,52.0,51.9711458407,772.0,176.963273026,546.0,119.603511654,355.0,99.2471662064,191.0,72.0069441096,226.0,84.5990543682
Manchester,49,1838.0,265.096208951,399.0,131.590273197,208.0,119.970829788,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,208.0,119.970829788,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,208.0,119.970829788,208.0,119.970829788,0.0,14.1421356237,191.0,69.77105417,169.0,66.1286624695,156.0,64.5600495663,13.0,17.2046505341,22.0,21.4709105536,1439.0,270.815435306,948.0,257.497572804,663.0,236.915596785,663.0,236.915596785,0.0,14.1421356237,285.0,142.779550356,31.0,33.8378486314,31.0,33.8378486314,0.0,14.1421356237,254.0,140.872282582,254.0,140.872282582,0.0,14.1421356237,491.0,133.600149701,378.0,93.2308961665,290.0,80.1560977094,88.0,49.3963561409,113.0,60.9015599143
Marshall-Shadeland,50,4130.0,544.235243254,914.0,268.225651271,690.0,262.345192448,33.0,41.3400532172,33.0,41.3400532172,0.0,22.360679775,657.0,261.101512826,66.0,63.1664467894,47.0,52.9244744896,19.0,29.3598365118,591.0,254.901941931,579.0,254.31279952,12.0,28.2842712474,224.0,110.113577728,124.0,59.9666574023,99.0,55.3624421426,25.0,27.946377225,100.0,102.591422644,3216.0,564.2242462,2476.0,571.291519279,1426.0,467.15950167,1426.0,467.15950167,0.0,22.360679775,1050.0,381.777422067,158.0,114.821600756,124.0,87.8806008172,34.0,35.721142199,892.0,367.628888962,848.0,354.429118443,44.0,41.8330013267,740.0,175.03142575,603.0,141.481447547,455.0,119.603511655,148.0,91.8422560698,137.0,70.8166647054
Middle Hill,51,1675.0,282.225087474,545.0,161.338154198,287.0,144.111068277,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,287.0,144.111068277,35.0,55.8211429478,22.0,36.823905279,13.0,24.4948974278,252.0,131.152582895,252.0,131.152582895,0.0,17.3205080757,258.0,80.479811133,231.0,73.7427962583,216.0,73.1095069057,15.0,17.5499287748,27.0,26.3248931622,1130.0,254.562369568,751.0,237.928560707,141.0,100.309520984,141.0,100.309520984,0.0,17.3205080757,610.0,225.204351645,83.0,68.6294397471,82.0,65.9545297914,1.0,15.3622914957,527.0,231.553449553,504.0,216.981566037,23.0,29.2745623366,379.0,125.127934531,312.0,87.3040663429,279.0,83.5523787812,33.0,30.3315017762,67.0,81.1480129147
Morningside,52,3326.0,438.047942582,349.0,153.424248409,227.0,145.996575303,92.0,92.6606712689,92.0,92.6606712689,0.0,20.0,135.0,112.716458425,0.0,20.0,0.0,20.0,0.0,20.0,135.0,112.716458425,135.0,112.716458425,0.0,20.0,122.0,61.6279157525,93.0,56.8066897469,79.0,52.1823725026,14.0,28.0000000001,29.0,27.2396769438,2977.0,440.57462478,2107.0,432.261494932,1528.0,365.487345882,1528.0,365.487345882,0.0,20.0,579.0,249.53156113,262.0,211.759297316,241.0,196.43319475,21.0,38.1575680566,317.0,155.624548192,311.0,152.744885348,6.0,20.0,870.0,192.836718495,708.0,134.573400047,583.0,124.631456704,125.0,55.6057550978,162.0,103.276328362
Mount Oliver Borough,53,3397.0,589.656679772,1186.0,424.159168237,887.0,419.755881435,355.0,314.660134113,355.0,314.660134113,0.0,20.0,532.0,296.094579485,35.0,44.5084261685,12.0,27.2213151776,23.0,39.9499687108,497.0,294.855897008,476.0,292.090739326,21.0,24.3310501212,299.0,119.27698856,245.0,100.448992031,211.0,94.4086860411,34.0,40.4103947023,54.0,48.342527861,2211.0,459.009803817,1804.0,459.184058956,851.0,351.101125034,843.0,349.548279927,8.0,21.0713075057,953.0,326.193194288,349.0,239.555839003,326.0,220.299795733,23.0,39.0512483795,604.0,228.41847561,586.0,225.015555018,18.0,20.7123151772,407.0,136.345150262,353.0,113.039815994,321.0,108.120303366,32.0,31.064449134,54.0,52.9244744896
Mount Washington,54,8736.0,630.477596748,1537.0,340.672863609,717.0,283.310783416,133.0,103.817146946,123.0,103.213371226,10.0,32.0156211872,584.0,271.459020848,244.0,209.121973977,174.0,153.163311534,70.0,66.9925368978,340.0,218.80356487,340.0,218.80356487,0.0,29.9999999999,820.0,200.529299605,569.0,146.751490623,443.0,134.595690867,126.0,68.461668107,251.0,111.467484048,7199.0,565.735804064,4054.0,538.823718855,2828.0,469.017057259,2828.0,469.017057259,0.0,29.9999999999,1226.0,338.656167816,302.0,165.523412242,286.0,156.757774926,16.0,37.094473982,924.0,294.314457681,861.0,277.034293905,63.0,47.6864760703,3145.0,391.198159505,2221.0,245.185643952,1557.0,217.644205068,664.0,151.555270447,924.0,246.018292003
Mt. Oliver,55,528,110,123,75,99,72,38,59,38,59,0,10,61,47,0,10,0,10,0,10,61,47,54,48,7,14,24,25,24,25,24,25,0,10,0,10,405,105,321,103,202,56,202,56,0,10,119,86,0,10,0,10,0,10,119,86,119,86,0,10,84,59,64,37,44,27,20,27,20,27
New Homestead,56,933,81,42,43,21,33,0,10,0,10,0,10,21,33,0,10,0,10,0,10,21,33,21,33,0,10,21,21,7,11,7,11,0,10,14,18,891,78,783,95,660,111,660,111,0,10,123,67,29,25,29,25,0,10,94,58,94,58,0,10,108,43,98,40,77,38,21,19,10,11
North Oakland,57,5326.0,513.932874994,2391.0,426.704816003,265.0,228.608836225,16.0,35.8329457344,16.0,35.8329457344,0.0,24.4948974278,249.0,227.107903869,20.0,39.8622628559,20.0,39.8622628559,0.0,24.4948974278,229.0,224.919985772,229.0,224.919985772,0.0,24.4948974278,2126.0,384.841525826,1121.0,172.371691412,545.0,131.799089527,576.0,145.958898324,1005.0,279.47092872,2935.0,376.514275958,1491.0,309.106777667,1190.0,264.471170452,1190.0,264.471170452,0.0,24.4948974278,301.0,187.755159716,196.0,176.623894193,196.0,176.623894193,0.0,24.4948974278,105.0,76.6420250255,105.0,76.6420250255,0.0,24.4948974278,1444.0,271.189970316,1204.0,211.220264179,1039.0,186.566342088,165.0,91.2633551871,240.0,114.236596588
North Shore,58,187.0,52.9528091795,8.0,16.4012194669,8.0,16.4012194669,8.0,16.4012194669,0.0,14.1421356237,8.0,16.4012194669,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,179.0,49.0306026885,45.0,43.1740662898,29.0,34.4818792991,29.0,34.4818792991,0.0,14.1421356237,16.0,25.079872408,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,16.0,25.079872408,16.0,25.079872408,0.0,14.1421356237,134.0,47.0744091838,119.0,39.2937654088,108.0,36.4005494464,11.0,16.4012194669,15.0,19.7230829233
Northview Heights,59,1380,329,1116,327,1018,334,9,29,9,29,0,10,1009,336,58,68,58,68,0,10,951,330,892,319,59,36,98,55,71,40,48,35,23,22,27,23,264,74,220,76,66,58,66,58,0,10,154,89,15,23,15,23,0,10,139,86,122,83,17,28,44,24,29,20,29,20,0,10,15,15
Oakwood,60,1087,150,218,101,127,93,98,92,98,92,0,10,29,30,0,10,0,10,0,10,29,30,29,30,0,10,91,37,91,37,91,37,0,10,0,10,869,151,655,160,424,121,424,121,0,10,231,143,22,28,22,28,0,10,209,143,199,141,10,14,214,60,205,56,195,53,10,11,9,11
Overbrook,61,3659.0,366.897805935,458.0,152.197240448,296.0,137.032842779,51.0,59.8414572015,51.0,59.8414572015,0.0,22.360679775,245.0,126.58198924,122.0,82.5590697623,76.0,72.9794491621,46.0,44.6094160464,123.0,97.4166310237,116.0,97.0721381242,7.0,19.3390796058,162.0,75.6835517137,115.0,58.6685605754,73.0,44.3057558338,42.0,42.7200187266,47.0,50.7543101618,3201.0,359.521904757,2628.0,373.827500326,1945.0,318.541990952,1945.0,318.541990952,0.0,22.360679775,683.0,265.011320513,339.0,247.543935495,309.0,209.845181027,30.0,50.159744816,344.0,124.298028947,344.0,124.298028947,0.0,22.360679775,573.0,104.866581903,483.0,89.1515563521,400.0,78.9113426574,83.0,47.8016736109,90.0,46.4865571967
Perry North,62,4062.0,501.913339133,645.0,367.442512511,491.0,363.04958339,27.0,45.8257569496,27.0,45.8257569496,0.0,24.4948974278,464.0,361.261678012,251.0,327.108544675,189.0,238.069317636,62.0,92.7361849549,213.0,162.228234287,207.0,162.228234287,6.0,24.4948974278,154.0,61.3514466007,106.0,47.7807492616,89.0,43.8178046004,17.0,27.5680975042,48.0,29.3087017795,3417.0,413.770467771,2739.0,429.03962521,1859.0,377.53807755,1845.0,374.923992297,14.0,24.9198715887,880.0,302.274709495,322.0,165.45089906,275.0,142.999999999,47.0,41.8568990729,558.0,252.354908809,549.0,251.043820875,9.0,22.9128784748,678.0,121.445461011,564.0,98.8685996664,476.0,93.3273807626,88.0,38.8458491992,114.0,51.6817182377
Perry South,63,3295.0,450.973391676,1195.0,368.746525408,755.0,363.185902811,60.0,68.183575735,51.0,67.0298440995,9.0,27.4954541697,695.0,356.999999999,56.0,71.1125867902,56.0,71.1125867902,0.0,24.4948974278,639.0,354.947883498,614.0,351.805343905,25.0,34.0734500748,440.0,113.683771929,394.0,106.301458127,359.0,104.412642913,35.0,33.9263909074,46.0,36.9594372252,2100.0,347.913782424,1434.0,318.645571128,622.0,189.810431747,622.0,189.810431747,0.0,24.4948974278,812.0,269.885160763,61.0,52.0768662651,50.0,51.2640224719,11.0,30.0,751.0,263.480549567,740.0,261.193414925,11.0,27.4954541697,666.0,171.189952977,546.0,120.610944777,468.0,107.046718773,78.0,60.4483250388,120.0,81.5597940164
Point Breeze,64,5333.0,361.333640836,442.0,145.969174829,164.0,95.6974398821,47.0,56.2938717802,40.0,56.2938717802,7.0,26.4575131106,117.0,80.5853584716,14.0,34.292856399,14.0,34.292856399,0.0,26.4575131106,103.0,77.5757694128,98.0,77.1621668955,5.0,25.7681974535,278.0,110.131739294,193.0,79.2716847304,152.0,73.2939288072,41.0,32.4807635378,85.0,68.7749954562,4891.0,357.652065561,3885.0,374.62914996,3363.0,346.339428885,3357.0,347.181508724,6.0,26.0959767013,522.0,181.27051608,163.0,93.9627585802,152.0,87.8749110953,11.0,26.1725046567,359.0,155.916644397,330.0,145.389133019,29.0,33.7786915081,1006.0,179.008379692,754.0,128.370557372,552.0,119.205704561,202.0,65.8710862215,252.0,88.9831444713
Point Breeze North,65,1763.0,280.467466919,254.0,142.474559133,66.0,78.6701976609,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,66.0,78.6701976609,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,66.0,78.6701976609,66.0,78.6701976609,0.0,17.3205080757,188.0,119.791485507,137.0,111.274435519,126.0,110.657128103,11.0,22.8910462845,51.0,43.874821937,1509.0,278.992831449,878.0,271.016604658,648.0,215.84021868,648.0,215.84021868,0.0,17.3205080757,230.0,177.682300751,94.0,91.4658406183,87.0,88.0340843083,7.0,17.3205080757,136.0,152.413910127,124.0,145.674294232,12.0,22.8910462845,631.0,189.002645484,533.0,153.535012294,413.0,140.833234714,120.0,71.4072825417,98.0,72.6636084984
Polish Hill,66,1453.0,219.859045754,161.0,69.3108938047,33.0,35.4400902933,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,33.0,35.4400902933,23.0,32.5729949498,23.0,32.5729949498,0.0,14.1421356237,10.0,18.8679622641,10.0,18.8679622641,0.0,14.1421356237,128.0,61.2209114601,49.0,34.9857113691,30.0,29.7321374946,19.0,20.591260282,79.0,50.9116882454,1292.0,210.237960416,685.0,184.133104031,346.0,120.370262108,346.0,120.370262108,0.0,14.1421356237,339.0,136.517398159,158.0,99.0201999594,158.0,99.0201999594,0.0,14.1421356237,181.0,116.468879964,168.0,113.877126764,13.0,15.6204993518,607.0,149.305056847,467.0,89.8053450525,313.0,70.8378429937,154.0,77.1751255263,140.0,82.328609851
Regent Square,67,1009,81,67,52,41,47,18,25,18,25,0,10,23,36,23,36,18,28,5,8,0,10,0,10,0,10,26,20,26,20,20,16,6,9,0,10,942,89,784,112,667,111,667,111,0,10,117,68,30,27,30,27,0,10,87,60,78,56,9,13,158,43,140,37,127,37,13,11,18,15
Ridgemont,68,277,98,47,59,37,57,0,10,0,10,0,10,37,57,0,10,0,10,0,10,37,57,37,57,0,10,10,16,10,16,0,10,10,16,0,10,230,81,107,70,107,70,94,59,13,21,0,10,0,10,0,10,0,10,0,10,0,10,0,10,123,63,100,55,87,49,13,19,23,20
Shadyside,69,12778.0,852.418911099,2579.0,403.892312381,288.0,204.399119373,239.0,199.18082237,239.0,199.18082237,0.0,37.4165738677,49.0,55.542776308,0.0,37.4165738677,0.0,37.4165738677,0.0,37.4165738677,49.0,55.542776308,49.0,55.542776308,0.0,37.4165738677,2291.0,362.598952011,1410.0,241.789164356,975.0,210.582525391,435.0,141.552110546,881.0,218.977167759,10199.0,775.738357952,4591.0,630.382423612,4193.0,605.155351956,4193.0,605.155351956,0.0,37.4165738677,398.0,228.416286635,26.0,54.5985347788,26.0,54.5985347788,0.0,37.4165738677,372.0,224.928877648,319.0,194.231820256,53.0,63.1822759957,5608.0,606.415699006,4183.0,345.895938109,3195.0,315.91612811,988.0,202.93348664,1425.0,403.908405459
Sheraden,70,4984.0,557.794765124,1128.0,352.191709158,868.0,339.063415897,58.0,68.7386354243,41.0,65.9090282131,17.0,32.0780298647,810.0,334.237939199,6.0,24.9198715887,0.0,24.4948974278,6.0,24.9198715887,804.0,334.0523911,735.0,305.576504333,69.0,61.1800621118,260.0,115.667627278,197.0,97.8059302905,188.0,96.5556834162,9.0,26.3818119165,63.0,61.8789140177,3856.0,525.930603787,3227.0,554.352775766,1858.0,475.846613943,1858.0,475.846613943,0.0,24.4948974278,1369.0,424.042450706,158.0,116.7261753,148.0,108.263567279,10.0,28.0891438104,1211.0,408.589035584,1151.0,393.546693545,60.0,55.0363516233,629.0,146.860478006,602.0,140.085688062,536.0,126.348723777,66.0,61.2045749924,27.0,35.3553390593
South Oakland,71,2991.0,498.782517737,1397.0,377.940471502,96.0,64.2417309854,14.0,29.5972971739,14.0,29.5972971739,0.0,20.0,82.0,58.6429876456,29.0,36.8374809128,21.0,35.5105618091,8.0,22.2710574513,53.0,47.518417482,32.0,42.7668095607,21.0,28.7923600978,1301.0,374.387499791,420.0,109.279458271,176.0,75.4254598926,244.0,89.1403387923,881.0,304.589888211,1594.0,351.451276851,884.0,298.62016007,519.0,281.994680801,508.0,278.368460858,11.0,22.2710574513,365.0,167.991071192,110.0,83.9642781188,110.0,83.9642781188,0.0,20.0,255.0,145.729200917,255.0,145.729200917,0.0,20.0,710.0,238.306525299,452.0,111.198021566,345.0,98.0663041008,107.0,62.2012861604,258.0,176.201589097
South Shore,72,12,14,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,12,14,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,12,14,8,9,4,6,4,6,4,6
South Side Flats,73,6726.0,875.010857075,1732.0,648.056324712,135.0,145.223964964,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,135.0,145.223964964,81.0,129.938446966,81.0,129.938446966,0.0,24.4948974278,54.0,65.3375848957,22.0,43.2319326425,32.0,54.7722557505,1597.0,637.018838026,614.0,175.18846994,305.0,123.130012588,309.0,129.780584064,983.0,549.551635428,4994.0,591.109126981,2262.0,542.296966616,1631.0,428.939389658,1631.0,428.939389658,0.0,24.4948974278,631.0,354.58426361,304.0,285.490805457,265.0,278.856593969,39.0,65.9090282131,327.0,188.682272617,327.0,188.682272617,0.0,24.4948974278,2732.0,379.959208337,1938.0,245.179526061,1361.0,205.039020677,577.0,158.955968746,794.0,233.822582313
South Side Slopes,74,4664.0,602.570327846,1264.0,418.371844177,548.0,288.364352859,98.0,149.097283677,98.0,149.097283677,0.0,26.4575131106,450.0,247.866899767,20.0,40.2988833592,0.0,26.4575131106,20.0,40.2988833592,430.0,245.43430893,425.0,244.748850865,5.0,25.7681974535,716.0,289.031140191,302.0,102.844542879,136.0,63.4822809924,166.0,80.5357063669,414.0,219.613296501,3400.0,469.82549952,2161.0,450.006666618,1065.0,316.783837972,1065.0,316.783837972,0.0,26.4575131106,1096.0,357.900824251,534.0,292.832716751,482.0,275.940210915,52.0,43.783558558,562.0,216.974652897,549.0,214.82551059,13.0,32.9241552664,1239.0,216.568695799,835.0,143.16074881,602.0,130.99618315,233.0,75.3392328073,404.0,134.205066969
Spring Garden,75,777.0,135.074053763,108.0,59.2030404625,45.0,49.2036584006,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,45.0,49.2036584006,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,45.0,49.2036584006,40.0,50.0,5.0,14.1421356237,63.0,37.5366487582,63.0,37.5366487582,45.0,26.9258240357,18.0,27.8567765544,0.0,14.1421356237,669.0,123.987902636,490.0,111.946415753,321.0,114.621114983,321.0,114.621114983,0.0,14.1421356237,169.0,119.079805173,43.0,52.8393792545,38.0,49.040799341,5.0,13.4536240471,126.0,109.590145542,126.0,109.590145542,0.0,14.1421356237,179.0,61.5223536611,138.0,49.040799341,121.0,49.040799341,17.0,18.8679622641,41.0,36.6742416418
Spring Hill-City View,76,2381.0,472.696519979,786.0,425.523207357,749.0,424.135591527,33.0,39.3064880141,33.0,39.3064880141,0.0,17.3205080757,716.0,422.499704142,29.0,48.1248376621,29.0,48.1248376621,0.0,17.3205080757,687.0,421.45699662,682.0,420.544884644,5.0,16.7630546143,37.0,34.4963766213,36.0,34.4963766213,36.0,34.4963766213,0.0,17.3205080757,1.0,14.4568322948,1595.0,292.781488486,1074.0,264.62993028,695.0,205.866461572,695.0,205.866461572,0.0,17.3205080757,379.0,224.29890771,34.0,56.789083458,34.0,56.789083458,0.0,17.3205080757,345.0,217.680959204,345.0,217.680959204,0.0,17.3205080757,521.0,171.0,431.0,139.660302162,352.0,129.414064151,79.0,52.2398315464,90.0,58.4893152635
